state;action_reward;n_state 
10756&1|410&0|15675&1|15675&1|11565&1|11565&1|15675&0|5450&0|11565&0|410&1;9350&1|16192&1|11928&1;10756&1|410&0|15675&1|15675&1|11565&1|11565&1|15675&0|5450&0|11565&0|410&1|9350&1|16192&1|11928&1
13965&0|12507&0|5544&0|11749&1|2494&0|14523&0|4458&1|5861&1|9853&1|19783&0;14652&0|4192&1|20481&0;13965&0|12507&0|5544&0|11749&1|2494&0|14523&0|4458&1|5861&1|9853&1|19783&0|14652&0|4192&1|20481&0
8052&1|20683&1|18740&0|16871&1|14652&0|8305&0|18740&0|8284&1|11945&0|11072&0;9422&1|9133&0|10099&1;8052&1|20683&1|18740&0|16871&1|14652&0|8305&0|18740&0|8284&1|11945&0|11072&0|9422&1|9133&0|10099&1
15216&0|3490&0|8981&0|4312&0|18886&0|11762&0|7162&1|18940&0|12588&0|12604&0;1224&0|19094&0|1224&1;15216&0|3490&0|8981&0|4312&0|18886&0|11762&0|7162&1|18940&0|12588&0|12604&0|1224&0|19094&0|1224&1
6580&1|14842&0|18722&1|2059&1|18763&1|6580&0|12586&0|14372&0|20757&0|15591&1;4750&0|4720&0|13188&0;6580&1|14842&0|18722&1|2059&1|18763&1|6580&0|12586&0|14372&0|20757&0|15591&1|4750&0|4720&0|13188&0
16090&0|1586&0|1304&1|14597&1|17729&1|6301&0|19652&1|15555&1|126&1|17596&1;239&1|12862&1|12495&1;16090&0|1586&0|1304&1|14597&1|17729&1|6301&0|19652&1|15555&1|126&1|17596&1|239&1|12862&1|12495&1
10184&0|14552&0|15117&0|11449&1|6402&1|18398&0|18076&0|18976&0|12371&0|1402&0;475&0|7095&0|19460&0;10184&0|14552&0|15117&0|11449&1|6402&1|18398&0|18076&0|18976&0|12371&0|1402&0|475&0|7095&0|19460&0
12450&1|12450&1|1680&0|12450&0|1578&0|11318&0|1680&1|1456&1|16479&0|4452&1;3256&1|1078&1|8011&1;12450&1|12450&1|1680&0|12450&0|1578&0|11318&0|1680&1|1456&1|16479&0|4452&1|3256&1|1078&1|8011&1
18241&0|11106&0|85&0|13598&0|6542&1|11682&0|12196&0|12586&0|9133&0|11106&1;12938&0|9505&0|703&0;18241&0|11106&0|85&0|13598&0|6542&1|11682&0|12196&0|12586&0|9133&0|11106&1|12938&0|9505&0|703&0
1234&0|4866&1|6400&0|12172&0|10588&0|6130&0|15937&0|18540&1|18655&0|15161&1;801&0|13682&1|1956&0;1234&0|4866&1|6400&0|12172&0|10588&0|6130&0|15937&0|18540&1|18655&0|15161&1|801&0|13682&1|1956&0
14292&1|15003&0|9711&0|7291&0|11555&0|15216&1|8108&0|12604&0|11555&0|9711&0;7148&0|14079&0|15609&0;14292&1|15003&0|9711&0|7291&0|11555&0|15216&1|8108&0|12604&0|11555&0|9711&0|7148&0|14079&0|15609&0
10540&0|12086&0|5057&1|11542&0|9749&0|10495&0|4351&1|16291&0|1703&0|5057&0;19639&1|9938&0|3028&0;10540&0|12086&0|5057&1|11542&0|9749&0|10495&0|4351&1|16291&0|1703&0|5057&0|19639&1|9938&0|3028&0
7488&1|5153&1|15724&1|7488&1|14157&0|14105&1|17706&1|3539&1|4016&1|6001&1;19498&1|2202&1|6222&1;7488&1|5153&1|15724&1|7488&1|14157&0|14105&1|17706&1|3539&1|4016&1|6001&1|19498&1|2202&1|6222&1
10094&0|3328&1|4237&0|1988&0|7708&0|6844&0|16294&0|13823&0|4791&0|18352&0;20144&0|9282&0|5788&0;10094&0|3328&1|4237&0|1988&0|7708&0|6844&0|16294&0|13823&0|4791&0|18352&0|20144&0|9282&0|5788&0
11305&1|18992&1|14615&1|3452&0|20102&1|16265&1|2734&1|4457&1|12390&1|15381&1;7706&1|17407&1|9379&1;11305&1|18992&1|14615&1|3452&0|20102&1|16265&1|2734&1|4457&1|12390&1|15381&1|7706&1|17407&1|9379&1
16654&1|2011&1|7299&1|8873&1|105&0|14842&1|15298&0|13899&0|14842&0|4728&1;3782&0|12214&1|17114&0;16654&1|2011&1|7299&1|8873&1|105&0|14842&1|15298&0|13899&0|14842&0|4728&1|3782&0|12214&1|17114&0
16835&0|13995&0|16220&0|3228&0|17729&0|16965&0|8745&0|18984&0|18984&0|7453&1;8461&1|19632&0|7436&0;16835&0|13995&0|16220&0|3228&0|17729&0|16965&0|8745&0|18984&0|18984&0|7453&1|8461&1|19632&0|7436&0
18984&0|1224&0|15455&0|19895&0|14005&0|18940&1|6947&0|11484&0|17502&0|5564&0;18940&0|18075&1|11762&0;18984&0|1224&0|15455&0|19895&0|14005&0|18940&1|6947&0|11484&0|17502&0|5564&0|18940&0|18075&1|11762&0
8210&1|8022&1|8827&1|12027&1|9327&1|10982&1|12792&1|5630&1|1874&1|14530&0;9944&0|18831&0|3693&0;8210&1|8022&1|8827&1|12027&1|9327&1|10982&1|12792&1|5630&1|1874&1|14530&0|9944&0|18831&0|3693&0
14005&0|14873&1|8220&0|7760&0|11925&1|14700&0|20636&0|14005&1|18737&0|4659&0;13188&0|18737&0|20636&0;14005&0|14873&1|8220&0|7760&0|11925&1|14700&0|20636&0|14005&1|18737&0|4659&0|13188&0|18737&0|20636&0
19004&0|16975&1|1213&0|18066&0|9009&1|7958&1|18066&0|13568&1|14001&1|19180&1;1597&0|19744&0|8839&0;19004&0|16975&1|1213&0|18066&0|9009&1|7958&1|18066&0|13568&1|14001&1|19180&1|1597&0|19744&0|8839&0
716&0|13028&1|19782&1|5703&1|6453&0|16156&1|14700&0|19728&0|20119&1|16424&0;140&1|13474&1|11879&1;716&0|13028&1|19782&1|5703&1|6453&0|16156&1|14700&0|19728&0|20119&1|16424&0|140&1|13474&1|11879&1
12103&1|13816&1|15523&1|1107&1|16617&1|16617&1|1107&1|15523&0|15523&1|13332&1;13816&1|13816&1|3304&1;12103&1|13816&1|15523&1|1107&1|16617&1|16617&1|1107&1|15523&0|15523&1|13332&1|13816&1|13816&1|3304&1
19794&0|14574&0|16721&0|4017&1|17827&0|15142&0|13188&0|5417&0|2796&0|12466&0;4932&0|3801&0|14497&0;19794&0|14574&0|16721&0|4017&1|17827&0|15142&0|13188&0|5417&0|2796&0|12466&0|4932&0|3801&0|14497&0
16367&1|11687&0|13623&0|3404&1|4628&0|1496&0|9892&0|2938&0|14180&1|2675&0;16379&0|15752&0|13623&0;16367&1|11687&0|13623&0|3404&1|4628&0|1496&0|9892&0|2938&0|14180&1|2675&0|16379&0|15752&0|13623&0
13045&0|17207&1|4084&1|1606&0|8273&1|5601&1|16553&0|13351&1|3460&0|12518&1;1959&1|13351&1|16553&0;13045&0|17207&1|4084&1|1606&0|8273&1|5601&1|16553&0|13351&1|3460&0|12518&1|1959&1|13351&1|16553&0
5544&0|11749&1|15871&1|15659&1|5011&1|10416&1|20387&1|7162&1|12604&1|14005&1;9187&0|11994&0|15871&1;5544&0|11749&1|15871&1|15659&1|5011&1|10416&1|20387&1|7162&1|12604&1|14005&1|9187&0|11994&0|15871&1
5400&0|16913&0|19886&1|5866&0|15519&0|11408&0|12384&0|5525&0|16523&1|3353&0;14074&1|16426&1|16014&1;5400&0|16913&0|19886&1|5866&0|15519&0|11408&0|12384&0|5525&0|16523&1|3353&0|14074&1|16426&1|16014&1
19794&1|695&0|13474&0|14842&0|19333&0|17427&1|13474&0|11682&0|15609&0|17427&0;1990&0|1665&0|20761&0;19794&1|695&0|13474&0|14842&0|19333&0|17427&1|13474&0|11682&0|15609&0|17427&0|1990&0|1665&0|20761&0
7093&1|3369&1|20359&0|16437&0|810&0|6685&0|8332&0|15973&0|12095&0|12095&0;10800&1|5914&0|1115&0;7093&1|3369&1|20359&0|16437&0|810&0|6685&0|8332&0|15973&0|12095&0|12095&0|10800&1|5914&0|1115&0
5228&0|4580&0|8972&1|20361&0|15307&1|15307&0|15481&0|11761&0|16032&0|11146&0;14458&0|4073&0|16845&1;5228&0|4580&0|8972&1|20361&0|15307&1|15307&0|15481&0|11761&0|16032&0|11146&0|14458&0|4073&0|16845&1
428&0|18947&1|17113&0|8934&0|10342&0|14005&0|7162&0|14005&0|15216&0|18947&0;20181&0|11849&0|20181&0;428&0|18947&1|17113&0|8934&0|10342&0|14005&0|7162&0|14005&0|15216&0|18947&0|20181&0|11849&0|20181&0
77&1|3001&1|4222&1|16729&1|13475&1|19621&1|18836&0|5489&1|14382&1|5557&1;5489&1|5489&1|16729&0;77&1|3001&1|4222&1|16729&1|13475&1|19621&1|18836&0|5489&1|14382&1|5557&1|5489&1|5489&1|16729&0
26&1|15748&1|3109&0|19109&0|10081&0|15999&1|13034&1|4855&0|17344&1|14531&1;19065&1|5504&0|17061&1;26&1|15748&1|3109&0|19109&0|10081&0|15999&1|13034&1|4855&0|17344&1|14531&1|19065&1|5504&0|17061&1
2398&0|5708&1|14081&1|1334&1|18093&1|11909&0|2398&0|20131&1|16558&0|18894&1;1191&1|18093&1|15976&1;2398&0|5708&1|14081&1|1334&1|18093&1|11909&0|2398&0|20131&1|16558&0|18894&1|1191&1|18093&1|15976&1
13596&1|15206&0|7162&1|13596&1|14772&0|10978&0|7162&0|13596&1|6488&0|19916&0;3036&0|5607&0|2634&0;13596&1|15206&0|7162&1|13596&1|14772&0|10978&0|7162&0|13596&1|6488&0|19916&0|3036&0|5607&0|2634&0
7162&0|17238&0|8934&0|18940&0|12493&0|19094&0|2720&0|19895&0|5564&0|11484&0;6440&0|14934&1|11449&1;7162&0|17238&0|8934&0|18940&0|12493&0|19094&0|2720&0|19895&0|5564&0|11484&0|6440&0|14934&1|11449&1
12936&0|6906&0|18167&0|18049&0|17131&0|18791&0|9063&0|20316&0|3568&0|431&0;7648&1|17573&1|4310&0;12936&0|6906&0|18167&0|18049&0|17131&0|18791&0|9063&0|20316&0|3568&0|431&0|7648&1|17573&1|4310&0
8825&0|5914&0|15267&0|6917&0|19434&0|5914&0|12285&0|12979&0|7863&0|12652&0;8828&1|6917&1|13578&0;8825&0|5914&0|15267&0|6917&0|19434&0|5914&0|12285&0|12979&0|7863&0|12652&0|8828&1|6917&1|13578&0
18769&0|5295&1|18875&0|7992&0|19097&1|8419&0|14941&0|19097&0|5497&1|20015&0;15566&1|3235&0|14855&0;18769&0|5295&1|18875&0|7992&0|19097&1|8419&0|14941&0|19097&0|5497&1|20015&0|15566&1|3235&0|14855&0
19783&0|10595&1|20481&0|14047&0|1284&0|10581&0|9853&0|10581&0|4017&1|20387&1;20193&0|2650&0|18577&0;19783&0|10595&1|20481&0|14047&0|1284&0|10581&0|9853&0|10581&0|4017&1|20387&1|20193&0|2650&0|18577&0
1698&0|8260&0|15205&0|8957&0|8727&0|11997&0|1881&0|20211&1|6129&1|14881&0;7067&0|2680&0|4694&0;1698&0|8260&0|15205&0|8957&0|8727&0|11997&0|1881&0|20211&1|6129&1|14881&0|7067&0|2680&0|4694&0
9942&0|9657&0|9657&0|9657&0|20716&0|20716&0|20716&0|9657&0|20716&0|11299&0;9657&1|20716&1|9657&0;9942&0|9657&0|9657&0|9657&0|20716&0|20716&0|20716&0|9657&0|20716&0|11299&0|9657&1|20716&1|9657&0
11203&0|16796&0|5368&0|12621&0|16796&0|5368&1|12289&0|10636&0|19298&0|18947&0;3905&1|18450&1|20392&0;11203&0|16796&0|5368&0|12621&0|16796&0|5368&1|12289&0|10636&0|19298&0|18947&0|3905&1|18450&1|20392&0
9150&1|20089&1|13804&1|11512&0|17464&0|1176&0|3879&0|845&0|1176&1|9586&0;6051&1|13414&1|6051&0;9150&1|20089&1|13804&1|11512&0|17464&0|1176&0|3879&0|845&0|1176&1|9586&0|6051&1|13414&1|6051&0
3195&1|16141&0|8824&0|6320&1|2689&0|17454&1|16141&1|81&1|3692&0|6475&0;8824&1|17224&1|8824&0;3195&1|16141&0|8824&0|6320&1|2689&0|17454&1|16141&1|81&1|3692&0|6475&0|8824&1|17224&1|8824&0
8269&1|15659&1|20481&1|5544&1|18042&1|14433&1|19656&0|13093&1|19167&1|17040&1;14993&1|4458&1|9187&1;8269&1|15659&1|20481&1|5544&1|18042&1|14433&1|19656&0|13093&1|19167&1|17040&1|14993&1|4458&1|9187&1
4017&0|11762&0|4312&0|8934&0|12588&0|12668&0|18886&0|19895&0|15216&1|12493&0;11484&0|20387&0|8981&0;4017&0|11762&0|4312&0|8934&0|12588&0|12668&0|18886&0|19895&0|15216&1|12493&0|11484&0|20387&0|8981&0
7443&0|1370&0|12314&0|12140&0|11071&0|4068&0|9068&0|8189&0|7443&0|606&0;1209&0|15561&0|12942&1;7443&0|1370&0|12314&0|12140&0|11071&0|4068&0|9068&0|8189&0|7443&0|606&0|1209&0|15561&0|12942&1
14047&1|11882&1|2440&0|19825&0|15992&0|20181&1|18947&0|20285&1|16791&0|11945&1;3905&1|14480&1|6913&1;14047&1|11882&1|2440&0|19825&0|15992&0|20181&1|18947&0|20285&1|16791&0|11945&1|3905&1|14480&1|6913&1
8672&0|8791&1|2139&0|1717&0|11913&0|8704&0|8068&1|18717&0|1453&1|15598&0;106&1|2661&1|2703&0;8672&0|8791&1|2139&0|1717&0|11913&0|8704&0|8068&1|18717&0|1453&1|15598&0|106&1|2661&1|2703&0
18880&0|6538&0|2992&0|7405&0|20636&1|8452&1|2072&1|4458&0|8913&0|1284&0;5011&0|8232&0|8529&0;18880&0|6538&0|2992&0|7405&0|20636&1|8452&1|2072&1|4458&0|8913&0|1284&0|5011&0|8232&0|8529&0
11726&0|12726&1|6917&1|11555&0|14047&1|8825&1|1293&0|14047&0|733&0|13273&1;7212&1|10072&1|1154&1;11726&0|12726&1|6917&1|11555&0|14047&1|8825&1|1293&0|14047&0|733&0|13273&1|7212&1|10072&1|1154&1
7697&0|5919&0|731&0|7937&0|8804&0|1395&1|2813&0|8995&1|17091&0|10069&1;19374&1|2479&0|11612&1;7697&0|5919&0|731&0|7937&0|8804&0|1395&1|2813&0|8995&1|17091&0|10069&1|19374&1|2479&0|11612&1
13057&0|14993&0|15659&0|196&1|18801&1|8798&0|4458&0|18285&1|11994&1|94&1;19040&1|13437&1|16314&1;13057&0|14993&0|15659&0|196&1|18801&1|8798&0|4458&0|18285&1|11994&1|94&1|19040&1|13437&1|16314&1
5014&0|13796&1|9041&0|15773&1|15342&0|6201&0|2791&0|2983&0|5215&0|5124&0;19073&0|882&0|2779&1;5014&0|13796&1|9041&0|15773&1|15342&0|6201&0|2791&0|2983&0|5215&0|5124&0|19073&0|882&0|2779&1
1284&0|11856&0|19917&1|3565&0|8729&0|6271&0|4894&1|17171&1|10759&0|17457&0;4224&0|20321&0|11570&0;1284&0|11856&0|19917&1|3565&0|8729&0|6271&0|4894&1|17171&1|10759&0|17457&0|4224&0|20321&0|11570&0
20285&0|6181&0|3389&0|8825&0|10681&0|48&0|6580&1|889&0|11555&1|14594&0;19627&0|5439&1|1350&1;20285&0|6181&0|3389&0|8825&0|10681&0|48&0|6580&1|889&0|11555&1|14594&0|19627&0|5439&1|1350&1
2494&1|7162&1|4118&1|15216&1|3500&0|13163&1|10642&1|8566&1|9853&1|9657&1;16975&0|19783&1|13709&0;2494&1|7162&1|4118&1|15216&1|3500&0|13163&1|10642&1|8566&1|9853&1|9657&1|16975&0|19783&1|13709&0
9657&1|15732&1|13163&1|10642&1|4118&1|9853&0|13598&1|6779&1|3500&1|4192&0;16975&1|12411&1|19783&1;9657&1|15732&1|13163&1|10642&1|4118&1|9853&0|13598&1|6779&1|3500&1|4192&0|16975&1|12411&1|19783&1
13171&1|7862&1|18128&1|4815&0|18050&0|18488&1|7377&0|5992&0|5992&1|552&1;4815&1|5992&1|18050&1;13171&1|7862&1|18128&1|4815&0|18050&0|18488&1|7377&0|5992&0|5992&1|552&1|4815&1|5992&1|18050&1
4425&0|9194&0|9177&1|14125&0|640&0|5914&0|8057&1|5914&1|4800&0|16560&0;9155&0|5659&0|2634&1;4425&0|9194&0|9177&1|14125&0|640&0|5914&0|8057&1|5914&1|4800&0|16560&0|9155&0|5659&0|2634&1
4221&1|9709&0|7187&1|7187&1|17333&1|17333&0|3716&0|2057&1|14971&1|14971&0;17333&0|2057&0|13669&0;4221&1|9709&0|7187&1|7187&1|17333&1|17333&0|3716&0|2057&1|14971&1|14971&0|17333&0|2057&0|13669&0
15216&1|17057&0|12639&0|14823&0|15955&0|2932&1|20016&0|6271&0|6812&0|6271&0;6437&0|16631&0|12690&0;15216&1|17057&0|12639&0|14823&0|15955&0|2932&1|20016&0|6271&0|6812&0|6271&0|6437&0|16631&0|12690&0
16280&0|17109&0|20565&0|17259&0|13864&1|111&0|9645&1|8658&1|17259&0|6185&0;13864&0|111&1|17109&1;16280&0|17109&0|20565&0|17259&0|13864&1|111&0|9645&1|8658&1|17259&0|6185&0|13864&0|111&1|17109&1
14753&0|17273&0|340&0|17820&0|12636&0|7845&0|272&0|7308&0|14560&0|14011&0;18031&0|7622&0|18069&0;14753&0|17273&0|340&0|17820&0|12636&0|7845&0|272&0|7308&0|14560&0|14011&0|18031&0|7622&0|18069&0
13598&0|14328&1|10581&0|14159&1|4927&1|5914&0|9870&0|1524&0|12586&0|10595&1;15228&0|20477&0|14634&0;13598&0|14328&1|10581&0|14159&1|4927&1|5914&0|9870&0|1524&0|12586&0|10595&1|15228&0|20477&0|14634&0
8052&0|7291&0|8894&0|7291&0|19586&0|20356&0|5896&0|12507&1|6617&0|2526&1;8894&0|12507&0|12507&0;8052&0|7291&0|8894&0|7291&0|19586&0|20356&0|5896&0|12507&1|6617&0|2526&1|8894&0|12507&0|12507&0
5909&0|7434&0|7131&1|6727&0|2283&0|15679&1|6027&0|10007&0|15572&1|16887&1;417&1|20220&1|19626&0;5909&0|7434&0|7131&1|6727&0|2283&0|15679&1|6027&0|10007&0|15572&1|16887&1|417&1|20220&1|19626&0
11202&0|19333&0|20348&0|4794&1|17774&0|17539&0|20139&0|10274&0|17875&0|10600&0;4794&1|15626&0|7551&1;11202&0|19333&0|20348&0|4794&1|17774&0|17539&0|20139&0|10274&0|17875&0|10600&0|4794&1|15626&0|7551&1
15609&0|1284&0|4017&0|7181&0|9726&0|11555&1|11749&1|13474&1|14047&1|8422&0;17645&1|19959&1|20683&1;15609&0|1284&0|4017&0|7181&0|9726&0|11555&1|11749&1|13474&1|14047&1|8422&0|17645&1|19959&1|20683&1
8427&1|1393&1|8981&1|8718&1|2659&1|14997&0|20222&0|4110&0|13046&0|13900&0;9499&0|20173&0|6825&0;8427&1|1393&1|8981&1|8718&1|2659&1|14997&0|20222&0|4110&0|13046&0|13900&0|9499&0|20173&0|6825&0
1859&0|8839&0|15117&0|8972&0|1321&0|14964&0|17120&1|4789&0|11571&0|19490&0;5339&0|10868&0|10187&0;1859&0|8839&0|15117&0|8972&0|1321&0|14964&0|17120&1|4789&0|11571&0|19490&0|5339&0|10868&0|10187&0
1332&1|10603&1|12216&0|7489&0|4248&0|4371&1|16074&0|14044&0|3784&0|9601&0;4982&1|2507&0|13295&0;1332&1|10603&1|12216&0|7489&0|4248&0|4371&1|16074&0|14044&0|3784&0|9601&0|4982&1|2507&0|13295&0
16134&0|7860&1|8942&0|3076&0|5717&0|10204&0|1676&0|16508&0|10204&1|9687&1;17324&1|11676&1|18535&0;16134&0|7860&1|8942&0|3076&0|5717&0|10204&0|1676&0|16508&0|10204&1|9687&1|17324&1|11676&1|18535&0
306&1|3442&1|11190&1|9936&1|608&1|7157&1|6120&1|12641&0|4603&1|16048&1;7986&1|7599&1|5069&1;306&1|3442&1|11190&1|9936&1|608&1|7157&1|6120&1|12641&0|4603&1|16048&1|7986&1|7599&1|5069&1
8934&1|18886&0|2720&1|12604&0|4312&0|15581&0|11488&1|3490&0|18984&0|15216&1;7162&0|7162&1|15216&1;8934&1|18886&0|2720&1|12604&0|4312&0|15581&0|11488&1|3490&0|18984&0|15216&1|7162&0|7162&1|15216&1
14696&1|780&1|5012&0|13828&0|14696&1|5484&1|18480&0|780&1|19867&0|7691&0;4679&0|5484&0|780&0;14696&1|780&1|5012&0|13828&0|14696&1|5484&1|18480&0|780&1|19867&0|7691&0|4679&0|5484&0|780&0
56&1|14783&1|914&1|18621&1|16434&1|19476&1|2922&0|16666&1|10719&1|19060&1;4706&1|15015&1|704&1;56&1|14783&1|914&1|18621&1|16434&1|19476&1|2922&0|16666&1|10719&1|19060&1|4706&1|15015&1|704&1
9142&0|16229&1|1396&1|2505&0|4627&1|4627&0|11762&0|7383&0|16229&0|2164&0;11474&1|18152&1|4577&1;9142&0|16229&1|1396&1|2505&0|4627&1|4627&0|11762&0|7383&0|16229&0|2164&0|11474&1|18152&1|4577&1
20486&1|16039&0|4325&1|8599&1|7439&1|49&1|12728&1|3524&1|5982&0|12728&0;14700&0|9853&0|12922&1;20486&1|16039&0|4325&1|8599&1|7439&1|49&1|12728&1|3524&1|5982&0|12728&0|14700&0|9853&0|12922&1
4458&0|10595&0|1403&0|15267&0|454&0|1284&0|16914&1|8995&0|8432&0|19333&1;4257&1|20285&1|18450&1;4458&0|10595&0|1403&0|15267&0|454&0|1284&0|16914&1|8995&0|8432&0|19333&1|4257&1|20285&1|18450&1
7869&0|20596&0|808&0|15460&0|9419&0|3507&0|19655&0|14318&0|17642&0|12746&1;11057&0|16779&0|270&0;7869&0|20596&0|808&0|15460&0|9419&0|3507&0|19655&0|14318&0|17642&0|12746&1|11057&0|16779&0|270&0
4384&1|19351&1|2532&1|5314&0|11122&1|3989&1|2558&0|10759&1|18458&1|18693&1;10759&1|10759&1|10759&1;4384&1|19351&1|2532&1|5314&0|11122&1|3989&1|2558&0|10759&1|18458&1|18693&1|10759&1|10759&1|10759&1
11608&0|6779&0|15581&0|15581&0|14098&0|8763&0|15215&0|2299&0|5545&1|12051&1;15581&1|1977&1|9657&1;11608&0|6779&0|15581&0|15581&0|14098&0|8763&0|15215&0|2299&0|5545&1|12051&1|15581&1|1977&1|9657&1
8981&1|18940&1|4017&1|15581&1|3490&1|12604&1|18075&1|18984&1|19094&1|20387&0;4312&1|7162&1|15216&1;8981&1|18940&1|4017&1|15581&1|3490&1|12604&1|18075&1|18984&1|19094&1|20387&0|4312&1|7162&1|15216&1
3557&1|18969&0|10747&1|10747&0|11958&1|11958&1|15216&1|10747&1|19796&1|19796&0;13187&1|5564&0|10693&0;3557&1|18969&0|10747&1|10747&0|11958&1|11958&1|15216&1|10747&1|19796&1|19796&0|13187&1|5564&0|10693&0
8284&0|19496&1|8284&1|6917&0|6917&1|7335&0|15267&0|7335&1|1524&1|7551&1;16390&0|15344&0|947&0;8284&0|19496&1|8284&1|6917&0|6917&1|7335&0|15267&0|7335&1|1524&1|7551&1|16390&0|15344&0|947&0
7066&1|1590&0|3608&0|3206&0|6982&1|6236&0|14247&0|371&0|16838&1|15431&0;4938&1|10855&1|11552&0;7066&1|1590&0|3608&0|3206&0|6982&1|6236&0|14247&0|371&0|16838&1|15431&0|4938&1|10855&1|11552&0
2173&1|20125&0|20630&0|15850&0|2260&0|1218&0|16682&0|19123&0|16073&1|17624&0;11633&0|12731&0|7931&0;2173&1|20125&0|20630&0|15850&0|2260&0|1218&0|16682&0|19123&0|16073&1|17624&0|11633&0|12731&0|7931&0
7732&0|3218&0|4348&0|15360&0|8630&0|5154&0|1637&0|1637&1|18749&1|1310&0;5594&0|20775&1|12284&0;7732&0|3218&0|4348&0|15360&0|8630&0|5154&0|1637&0|1637&1|18749&1|1310&0|5594&0|20775&1|12284&0
37&1|2473&0|1293&1|1665&1|14842&1|14842&1|140&1|13959&1|8305&1|5875&1;18740&1|16156&1|1475&0;37&1|2473&0|1293&1|1665&1|14842&1|14842&1|140&1|13959&1|8305&1|5875&1|18740&1|16156&1|1475&0
9183&0|846&0|16870&0|846&1|12533&1|846&0|16870&0|5075&1|8332&0|5375&0;4438&0|8147&0|8150&0;9183&0|846&0|16870&0|846&1|12533&1|846&0|16870&0|5075&1|8332&0|5375&0|4438&0|8147&0|8150&0
4312&1|8422&0|11948&0|5564&0|14947&0|8566&1|15216&0|14842&0|13163&0|4132&0;10642&1|4118&1|2494&0;4312&1|8422&0|11948&0|5564&0|14947&0|8566&1|15216&0|14842&0|13163&0|4132&0|10642&1|4118&1|2494&0
10364&0|7476&0|14888&0|15216&0|15917&0|19758&1|6143&0|11880&0|9857&0|4715&0;9657&0|13163&1|8566&0;10364&0|7476&0|14888&0|15216&0|15917&0|19758&1|6143&0|11880&0|9857&0|4715&0|9657&0|13163&1|8566&0
9753&1|13599&0|15493&0|7735&0|18974&1|6273&0|20076&1|14019&0|764&0|6367&1;12316&0|2946&0|13671&0;9753&1|13599&0|15493&0|7735&0|18974&1|6273&0|20076&1|14019&0|764&0|6367&1|12316&0|2946&0|13671&0
20368&1|8860&1|3305&1|12318&1|16106&1|3781&1|10394&1|10249&1|1786&1|7054&0;51&1|2443&1|12420&1;20368&1|8860&1|3305&1|12318&1|16106&1|3781&1|10394&1|10249&1|1786&1|7054&0|51&1|2443&1|12420&1
4017&1|12588&0|20387&0|19094&0|1284&0|1224&0|1284&0|18075&0|12493&0|12493&0;3490&0|8981&0|18984&0;4017&1|12588&0|20387&0|19094&0|1284&0|1224&0|1284&0|18075&0|12493&0|12493&0|3490&0|8981&0|18984&0
12820&1|4179&0|4272&0|6555&0|1402&0|865&0|20480&1|19953&0|8839&0|16497&1;13872&0|2071&1|4172&0;12820&1|4179&0|4272&0|6555&0|1402&0|865&0|20480&1|19953&0|8839&0|16497&1|13872&0|2071&1|4172&0
19895&1|11762&0|9430&0|9454&0|11484&1|663&1|1491&0|20409&0|14123&1|13187&0;5241&0|18996&1|20387&1;19895&1|11762&0|9430&0|9454&0|11484&1|663&1|1491&0|20409&0|14123&1|13187&0|5241&0|18996&1|20387&1
19094&1|18075&1|7162&1|3490&1|1284&1|4548&1|12588&1|19895&1|11484&1|8981&1;12604&1|11762&1|15581&1;19094&1|18075&1|7162&1|3490&1|1284&1|4548&1|12588&1|19895&1|11484&1|8981&1|12604&1|11762&1|15581&1
6608&0|4379&1|16824&0|17446&0|19962&1|10743&1|18809&0|14678&0|12261&0|16824&0;3664&0|922&1|18061&0;6608&0|4379&1|16824&0|17446&0|19962&1|10743&1|18809&0|14678&0|12261&0|16824&0|3664&0|922&1|18061&0
1284&1|9079&1|2709&1|11484&0|17066&1|595&0|9636&1|4337&1|3860&0|138&1;6366&0|11172&0|10581&0;1284&1|9079&1|2709&1|11484&0|17066&1|595&0|9636&1|4337&1|3860&0|138&1|6366&0|11172&0|10581&0
12604&0|1284&0|1224&0|19094&0|15581&0|18984&0|20387&0|18075&0|11762&0|3490&0;4312&0|12751&0|15216&0;12604&0|1284&0|1224&0|19094&0|15581&0|18984&0|20387&0|18075&0|11762&0|3490&0|4312&0|12751&0|15216&0
10963&1|1997&1|1223&0|15623&0|18814&1|17701&0|12822&1|8737&1|3243&0|5993&1;14601&0|15677&1|5972&0;10963&1|1997&1|1223&0|15623&0|18814&1|17701&0|12822&1|8737&1|3243&0|5993&1|14601&0|15677&1|5972&0
14446&0|8971&0|13965&0|1702&1|20374&0|14714&0|10316&1|960&0|15193&1|10808&0;16927&0|10316&0|11711&0;14446&0|8971&0|13965&0|1702&1|20374&0|14714&0|10316&1|960&0|15193&1|10808&0|16927&0|10316&0|11711&0
8981&0|14005&0|19895&1|12493&1|11484&1|15581&1|12588&1|11762&0|19094&1|11762&0;1224&1|18940&1|5564&0;8981&0|14005&0|19895&1|12493&1|11484&1|15581&1|12588&1|11762&0|19094&1|11762&0|1224&1|18940&1|5564&0
19607&1|17474&1|19895&0|4017&1|1255&0|15363&0|8374&1|8274&0|7981&1|10517&1;18075&0|1224&0|5564&0;19607&1|17474&1|19895&0|4017&1|1255&0|15363&0|8374&1|8274&0|7981&1|10517&1|18075&0|1224&0|5564&0
